objectid,parentid,title,creator,date,year_started,year_gone,valuation,architect,contractor,alternate_names,description,buildings_present,day_book_excerpt,subject,location,latitude,longitude,filename,original_filename,source,identifier,format,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text
buildingprofile0011,,Horticulture Barn (First),,,1881,1899,200,,,,"In 1881, Professor Budd requested to purchase horses and build a shelter for them, though only the horses were initially approved. Budd built the barn himself and was reimbursed by the Board in 1882. The barn was practically destroyed by a cyclone on April 8, 1882, and was moved to the gardener’s house in 1897 with the recommendation that the barn be repaired. ",,,,First Horticulture Barn; Ames; Iowa,42.02825497,-93.64860608,,,,,,,,building,,,,
buildingprofile0012,,Eastwood Cottage,,,1878,ca. 1890,400,,,Farm Workman's Cottage,"Built in 1878 as a one-acre farm workman’s cottage, Eastwood Cottage was originally leased to L.L. Eastwood. He later offered to sell the cottage, and it was purchased by the college in 1882. The house was being used by the Experiment Station in 1888, and was razed sometime between 1888 and 1896, as it no longer appears on later campus maps. ",,,,Eastwood Cottage; Ames; Iowa,42.03227139,-93.65184337,,,,,,,,building,,,,
buildingprofile0013,,Pope Cottage,,,1877,,2700,,,,"This house was built in 1877 by Chemistry Professor Thomas E. Pope, on the south side of what is now Lincoln Way. Pope sold the property to the College in 1884. Professor Wynn had been renting Pope Cottage before the sale, and remained there through 1885. The frame house consisted of two stories and a basement. Plumbing and electricity were installed in 1902, and the porch was added in 1924.",,,,Pope Cottage; Ames; Iowa,42.02234994,-93.64233119,,,,,,,,building,,objects/small/pope-cottage_001_sm.jpg,/objects/thumbs/pope-cottage_001_th.jpg,
buildingprofile0014,,North Hall,,,1880,1926,10455,Prof. T.L. Smith,F.S. Whiting,Servants' Hall; Margaret Hall Annex,"Built in 1880, North Hall was constructed to house the Agriculture, Veterinary Science, and Botanical departments. Completed for occupancy in 1881, the building was heavily damaged by a tornado in 1882 but was quickly repaired. A porch was added in 1886, and two years later, a water supply and coal stoves were installed. After Margaret Hall was built in 1894, North Hall became an attached wing of the new building, with spaces converted for kitchen use, domestic economy functions, and servants’ rooms. North Hall was razed in 1926. ",,,,North Hall; Ames; Iowa,42.02844685,-93.64695228,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/vetmed/small/rs014-001-009b016f001i005_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/vetmed/thumbs/rs014-001-009b016f001i005_th.jpg,
buildingprofile0015,,The Gables,,,1879,1963,10000,,,International House,"Built in 1879-1880 as a home for President Welch and his family, The Gables was later purchased by Professor Millikan Stalker and eventually passed to Iowa State College in 1928. Renamed International House, it served as a residence for international male students. The building sustained significant fire damage in 1951 but was repaired and continued in use until it was intentionally demolished in 1963 to make way for Buchanan Hall.   ",,,,Gables; Ames; Iowa,42.0220868,-93.64375315,,,,,,,,building,,/objects/small/gables_001_sm.jpg,/objects/thumbs/gables_001_th.jpg,
buildingprofile0016,,The Hub,,,1892,,19939,Josselyn & Taylor,Whiting & Wood,Depot; Bookstore; Post Office,"Built in 1892, The Hub originally served as a depot, bookstore, and post office to support the Ames and College Railway. After the railway was discontinued in 1908, the building was relocated and continued to function as a bookstore and post office, with multiple additions made in 1920, 1946, and 1952. The bookstore moved to the Memorial Union in 1958, and the building remained a post office until 1963. Renamed “The Hub” in 1959, it was repurposed for food services and later housed additional campus functions, including a copy center, ticket office, and traffic office.",,,,The Hub; Ames; Iowa,42.02694818,-93.64821115,,,,,,,,building,,/objects/small/hub_002_sm.jpg,/objects/thumbs/hub_002_th.jpg,
buildingprofile0017,,Botany Hall,,,1892; 1903,,122036,Josselyn & Taylor; Proudfoot & Bird, Whiting & Wood; C.E. Atkinson,(Old) Agricultural Hall; Ag. Engineering Hall; Addn. called Farm Mechanics Building,"Built in 1892, Botany Hall comprised four stories and a basement used for horticulture. The first floor housed a livestock room and the agricultural chemistry and horticulture departments, while the second floor was used for offices and recitation rooms. The third floor housed veterinary offices, laboratories, and a museum, while the top floor was used by literary and scientific societies. By 1897, Botany Hall showed signs of structural issues, including floor settlement and plaster cracking. A Farm Mechanics and Soil Physics addition was built in 1903. The building was mainly used for storage after the Agricultural Engineering department moved in in 1922. The building was renamed Botany Hall, and the Botany department used it from 1928 to 1967, followed by the Seed Laboratory until 1977, and the Psychology department in 1968. ","

",,,Botany Hall; Ames; Iowa,42.02798589,-93.64586695,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/4-8-i_catthall_234-1-6_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/4-8-i_catthall_234-1-6_th.jpg,
buildingprofile0018,,Creamery (Second),,,1891,1905,12000,,,,"The second Creamery was built between 1891 and 1893 to replace the original creamery. Initial funding was insufficient, requiring additional appropriations in 1892 to complete workspaces, laboratories, and dormitory rooms above the facility. Minor changes and repairs were made, and an addition was constructed in 1898. By 1903, the building was considered outdated and too costly to maintain. It was authorized for demolition in 1904, remained in use briefly, and was razed in 1905.",,,,The Second Creamery; Ames; Iowa,42.02590533,-93.64367799,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/9-13-f_dairy_703-1-2_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/9-13-f_dairy_703-1-2_th.jpg,
buildingprofile0019,,Teamster's Cottage #2,,,1890,1970,2000,Josselyn & Taylor,,Experiment Station; Farm Foreman's House,"Teamster's Cottage #2 was built in 1890, where Bessey Hall now stands. It was initially constructed as housing for Experiment Station employees, and was occupied by Capt. Speer and his family. In 1900, interior modifications were recommended, and in 1915, the house was relocated to a site across from the power plant, where it became one of a group of five cottages. Teamster's Cottage #2 was razed in 1970.",,,,Teamster's Cottage; Ames; Iowa,42.02857236,-93.64443999,,,,,,,,building,,/objects/small/teamsters-crop_sm.jpg,/objects/thumbs/teamsters-crop_th.jpg,
buildingprofile0020,,Morrill Hall,,,1890,,71025,Josselyn & Taylor,General O.J. King,,"Morrill Hall was built from 1890 to 1890 to fill the need for a library, museum, and chapel. The building was named in honor of the Senator who had sponsored the Morrill bill, which established the land-grant college system. The hall was used by the zoology, entomology, and geology departments, and included a gymnasium, chapel, library, and a barber shop from 1905 to 1908. Alterations were made in 1914 when the library was removed and replaced by Agricultural Extension offices. Following safety concerns and renovations in 1922, more alterations were made to Morrill Hall in 1938 and 1955.",,,,Morrill Hall; Ames; Iowa,42.02741327,-93.64812271,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/04-08-j_campusscenes_0332-06-009_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/04-08-j_campusscenes_0332-06-009_th.jpg,
buildingprofile0021,,Bevier House,,,1888,,10500,Foster & Liebbe,Smith & Tusant,Experiment Station Building; Klatter Klub; Sloss House,"Bevier House was constructed in 1888 and included two stories and an attached propagating house. The house was assigned to the music department from December 1892 to May 1894, when the Botany department moved in, and the building was remodeled. In 1896, Bevier House moved, became a home for Margaret Hall's employees, and was known as the Klatter Klub. The house moved again in 1910 and was occupied by Thomas Sloss until 1924. Bevier House was moved again between December 1924 and March 1925, becoming the Isabel Bevier Home Management House, only to be moved again. In its final location, Bevier House served multiple purposes, including a home management house (1953 and 1955–1956), housing for graduate women (1953–1955 and 1956–1961), and office space for retired faculty members.",,,,Bevier House; Ames; Iowa,42.02777805,-93.64507249,,,,,,,,building,,/objects/small/bevier-house_003_sm.jpg,/objects/thumbs/bevier-house_003_th.jpg,
buildingprofile0022,,Coburn House,,,1888,1975,8000,,,Knapp Residence; Practice House; Mary B. Welch House; Gertrude Coburn Home Management House,"Coburn House was constructed in 1888 on a one-acre leased site. and occupied by the Knapp family. In 1896, a water line to the house was authorized, and an addition was built in 1900. The house was sold to the college in 1920 and remodeled for use as a Home Economics Division practice cottage. The building was moved in 1925 and named the Mary B. Welch Home Management House, before being renamed the Gertrude Coburn Home Management House in 1928. The house was moved again in 1947 and continued to serve the Home Management function until the 1950s, when it was used for genetics research and the Psychology department. Coburn House was condemned in the early 1970s and razed in 1975.",,,,Coburn House; Ames; Iowa,42.02365976,-93.64242165,,,,,,,,building,,/objects/small/coburn-house_001_sm.jpg,/objects/thumbs/coburn-house_001_th.jpg,
buildingprofile0023,,Greenhouse Attached to Bevier House,,,1888,1897,,Foster & Liebbe,Smith & Tusant,Propagating House,"The Greenhouse was built as an attached unit when Bevier House was constructed in 1888. When Bevier House was moved in 1896, the propagating house remained in place. In the spring of 1897, plans to move the structure were considered, but they were ultimately abandoned, and the greenhouse was demolished later that year. Materials from the structure were reused or sold, and the site was graded.",,,,Greenhouse; Ames; Iowa,42.02772783,-93.64492194,,,,,,,,building,,/objects/small/bevier-greenhouse_001_sm.jpg,/objects/thumbs/bevier-greenhouse_001_th.jpg,
buildingprofile0024,,Veterinary Hospital,,,1884,1926,2500,Foster & Liebbe,V. Tomlinson,Carpenter Shop,"The Veterinary Hospital was constructed between 1884 and 1885 as a two-story building with additional space designed for animal care. Located approximately where the Pine Room is currently situated in the Memorial Union, the building initially served as a veterinary hospital, including clinics, animal stalls, and surgical spaces. As enrollment increased, the building became inadequate and underwent several updates, including connection to the central water supply in 1898. The Veterinary Department relocated in 1912, and the building was repurposed for storage. Between 1912 and 1921, a one-story shed was constructed for additional storage, and the Veterinary Hospital became known as the Carpenter Shop. The building was razed in 1926 to make room for the new Memorial Union Building. ",,,,Veterinary Hospital; Ames; Iowa,42.02375284,-93.64609178,,,,,,,,building,,/objects/small/veterinary-hospital_001_sm.jpg,/objects/thumbs/veterinary-hospital_001_th.jpg,
buildingprofile0025,,Sanitary Building,,,1884,1927,5000,Foster & Liebbe,V. Tomlinson,Hospital; Music Hall; Cranford Hall,"Built between 1884 and 1885, the Sanitary Building served as a campus hospital, with additional use by the Veterinary Department until 1893. After the Veterinary Department relocated, the building was used exclusively as a hospital and underwent major remodeling in 1900. Following a 1902 fire, repairs were completed, and the Sanitary Building continued to operate as a hospital until 1907, when it was repurposed as a rooming house. The building, known as Music Hall, served the Music Department from 1912 until it was razed in 1927.",,,,Sanitary Building; Ames; Iowa,42.02444568,-93.64662715,,,,,,,,building,,/objects/small/sanitary-building_002_sm.jpg,/objects/thumbs/sanitary-building_002_th.jpg,
buildingprofile0026,,English Office Building,,,1884,,6000,Foster & Liebbe; Josselyn & Taylor,V. Tomlinson; Whiting & Wood,Office Building,"Built in 1884, the English Office Building was originally designed to house the offices of the President, Secretary, and Treasurer. An addition was constructed in 1892, and the office spaces were rented to staff personnel in the following years. Although various repairs were completed, including the installation of a new furnace in 1904, the Public Grounds Committee recommended removing the English Office Building in 1905, a recommendation that was never carried out. In 1908, the building housed the college book store, the custodian, and the Head of the Military Department. The Office Building was connected to the central heating system in 1914, while it operated as the headquarters for the Buildings and Grounds department, and was rented to YMCA food service employees. The Music Department used the space until 1928, and in 1929, the second floor served as office space for the English Department. In 1973, the English and Speech offices were relocated, and the Office Building became the headquarters for International Education Services. ",,,,English Office Building; Ames; Iowa,42.02565338,-93.64819394,,,,,,,,building,,/objects/small/english-office_001_sm.jpg,/objects/thumbs/english-office_001_th.jpg,
buildingprofile0027,,Veterinary Barn,,,1883,1899(?),200(?),,Fremont Turner,Veterinary Hospital,"The original Veterinary Barn was constructed in 1883 by F. Turner. After a new Veterinary Hospital was built in 1885, the original barn was repurposed for use by the boarding department. The Veterinary Barn was transferred to the Agricultural Department in 1892 and relocated. By 1893, the building had been moved again and repaired, though the barn's final location is unknown. ",,,,Veterinary Barn; Ames; Iowa,42.02863952,-93.64918321,,,,,,,,building,,,,
buildingprofile0028,,Gymnasium,,,1883,1886,,,,,"Construction of the Gymnasium began in 1883, and in May of that year, a student committee requested funds from the Board of Regents to complete construction and purchase equipment. The building was completed in August of 1883; however, the Gymnasium Association never raised enough funds to pay off the building's debt. In March 1886, the Gymnasium was moved to Professor Mount’s property in payment for his financing the construction. ",,,,Gymnasium; Ames; Iowa,42.02639875,-93.64900122,,,,,,,,building,,,,
buildingprofile0029,,Sloss House,,,1882,,8500,J.B. Ballenger,V. Tomlinson,The Pines,"Sloss House was constructed between 1882 and 1883, with a porch addition in 1884. Professor Charles E. Bessey was the first occupant of the house and oversaw early renovations, such as sheeting the house with tarred paper and building a woodshed, wellhouse, and a privy. Minor repairs were made in 1897, 1904, and 1915, and extensive renovations, including porch modifications and the addition of a garage, were completed in 1925. Over time, Sloss House served a variety of functions, ranging from faculty residences to student housing and academic use. ",,,,Sloss House; Ames; Iowa,42.025711,-93.64501049,,,,,,,,building,,/objects/small/sloss-house_001_sm.jpg,/objects/thumbs/sloss-house_001_th.jpg,
buildingprofile0030,,Laboratory of Mechanics,,,1882; 1884,,28053,J.B. Ballenger; Foster & Liebbe; Proudfoot & Bird; A.H. Kimball; Wilkins & Bussard,"V. Tomlinson; R.G. Coutts; U.S. Griffith & Son; King Bole, Inc.",Engineering Hall; Hydraulics Laboratory,"Construction of the Laboratory of Mechanics began in 1882 and continued until 1883, when it was found to be too small to accommodate the growing engineering departments. An expansion was finished in 1885, and the basement was remodeled between 1898 and 1899 to create a hydraulics laboratory. Major renovations followed in 1907, with toilet facilities added in 1923 and a one-story addition in 1933. Further remodeling in 1967 included the addition of office space and a classroom, improved laboratories, and fire escapes on the upper floors.",,,,Laboratory of Mechanics; Ames; Iowa,42.02568107,-93.65078359,,,,,,,,building,,/objects/small/lab-mechanics_004_sm.jpg,/objects/thumbs/lab-mechanics_004_th.jpg,
buildingprofile0031,,Grounds Cottage,,,1882,1970,2500,Professor Knapp; Professor Budd,,Sexton Cottage; Old Horticultural Cottage; Gardener's Cottage,"The Grounds Cottage was built in 1882, with a porch added in 1886 and a water line extended to the house in 1892. It was first occupied by gardener and custodian Jerry Sexton, followed by other grounds department employees in the years that followed. The cottage was moved in 1905 to make way for a new horticulture building and relocated again in 1924. It remained in this location until it was razed in 1970.",,,,Grounds Cottage; Ames; Iowa,42.02993877,-93.64843503,,,,,,,,building,,/objects/small/grounds-cottage_001-crop_sm.jpg,/objects/thumbs/grounds-cottage_001-crop_th.jpg,
buildingprofile0032,,Farm Laborer's Cottage,,,1882,1904,2500,Professor Knapp; Professor Budd,,Leighton House; McKay House,"The Farm Laborer’s Cottage was built in 1882 to serve the farm and horticulture departments. Repairs were made in the 1890s, including new siding, interior work, and painting. The house was occupied by William Pierce, Fred Leighton, and Professor G.L. McKay at various times. The Farm Laborer’s Cottage was sold and removed from campus in 1904. ",,,,Farm Laborer's Cottage; Ames; Iowa,42.02625674,-93.64351508,,,,,,,,building,,/objects/small/farm-laborers-cottage_001_sm.jpg,/objects/thumbs/farm-laborers-cottage_001_th.jpg,
buildingprofile0033,,Boarding Cottage East,,,1882,1907,2500,Prof. Belanger,V. Tomlinson,Kirkwood Hall; The Quarters,"The East Boarding Cottage was built in 1882 to accommodate additional students, reflecting the success of the Boarding Cottage West. The boarding house filled quickly, providing low-cost housing for students. A porch was added in 1886, and renovations completed in the 1890s expanded and updated the interior. In 1897, the East Boarding Cottage was converted into teacher housing, and in 1901, it became the football team's living quarters. Steam heat was included in 1905. ",,,,Boarding Cottage East; Ames; Iowa,42.02527437,-93.64958936,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/04-08-j_campusscenes_0332-04-002_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/04-08-j_campusscenes_0332-04-002_th.jpg,
buildingprofile0034,,Farm Boarding Club,,,1879,1970,800,,,Horticulture Hall; Laboratory; Garden House; Faculty Club,"Built in 1879, the Farm Boarding Club building was constructed for the Horticulture Department. The two-story building included lecture rooms and office spaces, a Horticulture museum, and several storage rooms. The Horticulture Department relocated in 1894, and the Farm Boarding Club was remodeled into a residence. It became a boarding club by 1895, with water and sewer auditions in 1896. It continued as a faculty club until 1906, when it was reserved for potential hospital use. The building was moved in 1915 and later used as an employee boarding house and residence. The Farm Boarding Club building remained in use until it was razed in 1970. ",,,,Farm Boarding Club; Ames; Iowa,42.02824866,-93.64821939,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones001_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones001_001_th.jpg,
buildingprofile0035,,Fair Oaks Mansion,,,1879,1899(?),,,,Bus House,"Fair Oaks Mansion was built by students in 1879 as a small residence on the college farm. It was relocated in 1884 or 1885 and became known as the Bus House, where it was used for student housing in the early 1890s. The building was moved again in 1893 and used as a gardener’s residence. By the late 1890s, the Fair Oaks Mansion had fallen into poor condition and was eventually removed by 1899.",,,,Fair Oaks Mansion; Ames; Iowa,42.0308117,-93.64977736,,,,,,,,building,,,,
buildingprofile0036,,Power Station,,,1891,1912,2500,Foster & Liebbe,W.B. Christy; Jackson & Moss,Power House; Boiler House; Pumping Station,"The Power Station was built in 1891 as a boiler house, with an addition in 1897 that expanded it to include a pumping station as part of the campus water system. Additional boilers and expansions were added in 1899 and 1902. The building housed the electrical generating plant and pumping station and served as a laboratory for the Mechanical Engineering Department. The Power Station was removed in 1912 to make room for the new Mechanical Engineering Building.",,,,Power Station; Ames; Iowa,42.0258543,-93.65069259,,,,,,,,building,,/objects/small/power-station_001_sm.jpg,/objects/thumbs/power-station_001_th.jpg,
buildingprofile0037,,Creamery (First),,,1879;1882,1927,700,,,Farm Foreman's Cottage; Teamster's Cottage No. 1,"The first Creamery was built in 1879, with an addition in 1882 that included a creamery, ice house, and cold storage building. The building was moved and remodeled in 1891 to serve as the farm foreman’s residence and a boarding house for farm workmen. The first Creamery was razed in 1927 to make way for the Dairy Industries Building.",,,,First Creamery; Ames; Iowa,42.02721493,-93.64316276,,,,,,,,building,,,,
buildingprofile0038,,Horse Barn (First),,,1870,1900,500,,,,"The first Horse Barn was constructed in 1870 to fulfill the need for a stable. The brick structure included stalls, a loft, a harness room, and a granary. Funds for expansion were requested in 1897. The original Horse Barn was removed in 1900 to make way for a new barn. ",,,,First Horse Barn; Ames; Iowa,42.02767936,-93.64305904,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones027_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones027_001_th.jpg,
buildingprofile0039,,Workshop,,,1870,1898,5000,,,Machine Shop; Engine House; Carpenter Shop; Wash House,"The Workshop was built in 1870 at the request of President Welch for a space large enough to accommodate students who take Mechanic Arts courses. The two-story structure included an engine house and two laundry rooms until it was moved in 1885, at which point the laundry rooms were torn down and rebuilt. By 1894, the building was called The Carpenter and Pattern Shop and had experienced several small additions. Concerns for the condition of the Workshop were raised in 1893, but the building was not removed until 1898, after the completion of Building 'A' and the Carpenter Shop. ",,,,Workshop; Ames; Iowa,42.02575099,-93.65082908,,,,,,,,building,,/objects/small/workshop-crop_sm.jpg,/objects/thumbs/workshop-crop_th.jpg,
